loan_reference,borrower_nrc,loan_product_name,amount,custom_interest_rate,application_date,loan_purpose,branch_name,loan_status,approval_date,amount_type,monthly_amount
JUTEM-01187,1000324/00/1,Business Micro Loan,70000,18.0,2023-12-01,Business,Lusaka,6,2023-12-01,,70000
JUTEM-01188,1000325/00/1,Business Micro Loan,30000,18.0,2023-12-01,Business,Lusaka,6,2023-12-01,,30000
JUTEM-01189,1000324/00/1,Business Micro Loan,130000,18.0,2023-12-01,Business,Lusaka,6,2023-12-01,,130000
JUTEM-01190,1000324/00/1,Business Micro Loan,20000,18.0,2023-12-01,Business,Lusaka,6,2023-12-01,,20000
JUTEM-01191,1000324/00/1,Business Micro Loan,100000,18.0,2023-12-01,Business,Lusaka,6,2023-12-01,,100000
JUTEM-01192,1000324/00/1,Business Micro Loan,60000,18.0,2023-12-01,Business,Lusaka,6,2023-12-01,,60000
JUTEM-01193,1000324/00/1,Business Micro Loan,100000,18.0,2024-02-01,Business,Lusaka,6,2024-02-01,,100000
JUTEM-01194,1000324/00/1,Business Micro Loan,20000,18.0,2024-02-01,Business,Lusaka,6,2024-02-01,,20000
JUTEM-01195,1000324/00/1,Business Micro Loan,30000,18.0,2024-04-01,Business,Lusaka,6,2024-04-01,,30000
JUTEM-01196,1000324/00/1,Business Micro Loan,200000,18.0,2024-06-01,Business,Lusaka,6,2024-06-01,,200000
JUTEM-01197,1000324/00/1,Business Micro Loan,40000,18.0,2024-06-01,Business,Lusaka,6,2024-06-01,,40000
JUTEM-01198,1000324/00/1,Business Micro Loan,383200,18.0,2024-07-01,Business,Lusaka,6,2024-07-01,,383200
JUTEM-01199,1000324/00/1,Business Micro Loan,20000,18.0,2024-07-01,Business,Lusaka,6,2024-07-01,,20000
JUTEM-01200,1000324/00/1,Business Micro Loan,225700,18.04,2024-08-01,Business,Lusaka,6,2024-08-01,,225700
JUTEM-01201,1000324/00/1,Business Micro Loan,50000,18.0,2024-09-01,Business,Lusaka,6,2024-09-01,,50000
JUTEM-01202,1000324/00/1,Business Micro Loan,120000,18.0,2024-10-01,Business,Lusaka,6,2024-10-01,,120000
JUTEM-01203,1000324/00/1,Business Micro Loan,100000,18.0,2024-10-01,Business,Lusaka,6,2024-10-01,,100000
JUTEM-01204,1000324/00/1,Business Micro Loan,150000,18.0,2024-11-01,Business,Lusaka,6,2024-11-01,,150000
JUTEM-01205,1000324/00/1,Business Micro Loan,100000,8.0,2025-01-01,Business,Lusaka,6,2025-01-01,,100000
JUTEM-01206,1000324/00/1,Business Micro Loan,111982,14.0,2025-03-01,Business,Lusaka,6,2025-03-01,,111982
JUTEM-01207,1000324/00/1,Business Micro Loan,200000,18.0,2025-04-01,Business,Lusaka,6,2025-04-01,,200000
JUTEM-01208,1000324/00/1,Business Micro Loan,90000,18.0,2025-04-01,Business,Lusaka,6,2025-04-01,,90000
JUTEM-01209,1000324/00/1,Business Micro Loan,400000,25.0,2025-05-01,Business,Lusaka,6,2025-05-01,,400000
JUTEM-01210,1000326/00/1,Business Micro Loan,100000,15.0,2022-04-01,Business,Lusaka,6,2022-04-01,,100000
JUTEM-01211,1000326/00/1,Business Micro Loan,40000,11.0,2022-04-01,Business,Lusaka,6,2022-04-01,,40000
JUTEM-01212,1000326/00/1,Business Micro Loan,100000,15.0,2022-06-01,Business,Lusaka,6,2022-06-01,,100000
JUTEM-01213,1000326/00/1,Business Micro Loan,100000,21.0,2024-10-01,Business,Lusaka,6,2024-10-01,,100000
JUTEM-01214,1000326/00/1,Business Micro Loan,100000,18.0,2024-11-01,Business,Lusaka,6,2024-11-01,,100000
JUTEM-01215,1000326/00/1,Business Micro Loan,70000,18.0,2024-12-01,Business,Lusaka,6,2024-12-01,,70000
JUTEM-01216,1000326/00/1,Business Micro Loan,204600,12.0,2024-12-01,Business,Lusaka,6,2024-12-01,,204600
JUTEM-01217,1000326/00/1,Business Micro Loan,55000,18.0,2025-02-01,Business,Lusaka,6,2025-02-01,,55000
JUTEM-01218,1000326/00/1,Business Micro Loan,55000,18.0,2025-02-01,Business,Lusaka,6,2025-02-01,,55000
JUTEM-01219,1000326/00/1,Business Micro Loan,94900,18.0,2025-03-01,Business,Lusaka,6,2025-03-01,,94900
JUTEM-01220,1000326/00/1,Business Micro Loan,482200,5.0,2025-04-01,Business,Lusaka,6,2025-04-01,,482200
JUTEM-01221,1000326/00/1,Business Micro Loan,200000,25.0,2025-05-01,Business,Lusaka,6,2025-05-01,,200000
JUTEM-01222,1000327/00/1,Business Micro Loan,40000,5.0,2025-05-01,Business,Lusaka,6,2025-05-01,,40000
JUTEM-01223,1000327/00/1,Business Micro Loan,120000,18.0,2025-08-01,Business,Lusaka,6,2025-08-01,,120000
JUTEM-01224,1000327/00/1,Business Micro Loan,50000,18.0,2025-08-01,Business,Lusaka,6,2025-08-01,,50000
JUTEM-01225,1000327/00/1,Business Micro Loan,2000000,22.0,2025-11-01,Business,Lusaka,6,2025-11-01,,1000000
JUTEM-01226,1000327/00/1,Business Micro Loan,120000,28.5,2026-01-01,Business,Lusaka,6,2026-01-01,,120000
JUTEM-01227,1000327/00/1,Business Micro Loan,100000,18.0,2026-01-01,Business,Lusaka,6,2026-01-01,,100000
JUTEM-01228,1000327/00/1,Business Micro Loan,752200,7.0,2026-03-01,Business,Lusaka,5,2026-03-01,,752200
JUTEM-01229,1000328/00/1,Business Micro Loan,100000,19.0,2025-03-01,Business,Lusaka,6,2025-03-01,,100000
JUTEM-01230,1000329/00/1,Business Micro Loan,50000,11.0,2023-01-01,Business,Lusaka,6,2023-01-01,,50000
JUTEM-01231,1000330/00/1,Business Micro Loan,400000,16.2,2026-04-01,Business,Lusaka,5,2026-04-01,,400000
JUTEM-01232,1000331/00/1,Business Micro Loan,300000,14.0,2025-09-01,Business,Lusaka,6,2025-09-01,,300000
JUTEM-01233,1000332/00/1,Business Micro Loan,1300,20.0,2023-10-01,Business,Lusaka,6,2023-10-01,,1300
JUTEM-01234,1000332/00/1,Business Micro Loan,2500,20.0,2023-11-01,Business,Lusaka,6,2023-11-01,,2500
JUTEM-01235,1000333/00/1,Business Micro Loan,4000,20.0,2023-12-01,Business,Lusaka,6,2023-12-01,,4000
JUTEM-01236,1000332/00/1,Business Micro Loan,1500,22.0,2024-02-01,Business,Lusaka,6,2024-02-01,,1500
JUTEM-01237,1000332/00/1,Business Micro Loan,6000,22.0,2024-02-01,Business,Lusaka,6,2024-02-01,,6000
JUTEM-01238,1000332/00/1,Business Micro Loan,1000,25,2024-04-01,Business,Lusaka,6,2024-04-01,,1000
JUTEM-01239,1000332/00/1,Business Micro Loan,4500,20.0,2024-06-01,Business,Lusaka,6,2024-06-01,,4500
JUTEM-01240,1000332/00/1,Business Micro Loan,3000,20.0,2024-07-01,Business,Lusaka,6,2024-07-01,,3000
JUTEM-01241,1000334/00/1,Business Micro Loan,4500,20.0,2024-08-01,Business,Lusaka,6,2024-08-01,,4500
JUTEM-01242,1000334/00/1,Business Micro Loan,6000,20.0,2024-09-01,Business,Lusaka,6,2024-09-01,,6000
JUTEM-01243,1000332/00/1,Business Micro Loan,6666.66,25,2024-10-01,Business,Lusaka,6,2024-10-01,,3333.33
JUTEM-01244,1000332/00/1,Business Micro Loan,3333.33,25,2024-11-01,Business,Lusaka,6,2024-11-01,,3333.33
JUTEM-01245,1000332/00/1,Business Micro Loan,3000,20.0,2025-02-01,Business,Lusaka,6,2025-02-01,,3000
JUTEM-01246,1000332/00/1,Business Micro Loan,8000,15.0,2025-03-01,Business,Lusaka,6,2025-03-01,,4000
JUTEM-01247,1000332/00/1,Business Micro Loan,3000,18.0,2025-05-01,Business,Lusaka,6,2025-05-01,,3000
JUTEM-01248,1000332/00/1,Business Micro Loan,6000,18.0,2025-07-01,Business,Lusaka,6,2025-07-01,,6000
JUTEM-01249,1000335/00/1,Business Micro Loan,2500,18.0,2025-06-01,Business,Lusaka,6,2025-06-01,,2500
JUTEM-01250,1000335/00/1,Business Micro Loan,40000,34.0,2025-08-01,Business,Lusaka,5,2025-08-01,,5000
JUTEM-01251,1000336/00/1,Business Micro Loan,4500,25.0,2021-11-01,Business,Lusaka,6,2021-11-01,,4500
JUTEM-01252,1000336/00/1,Business Micro Loan,1500,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,1500
JUTEM-01253,1000336/00/1,Business Micro Loan,6000,20.0,2022-05-01,Business,Lusaka,6,2022-05-01,,3000
JUTEM-01254,1000336/00/1,Business Micro Loan,2500,20.0,2022-06-01,Business,Lusaka,6,2022-06-01,,2500
JUTEM-01255,1000336/00/1,Business Micro Loan,1000,25.0,2022-10-01,Business,Lusaka,6,2022-10-01,,1000
JUTEM-01256,1000336/00/1,Business Micro Loan,2500,15.0,2023-02-01,Business,Lusaka,6,2023-02-01,,2500
JUTEM-01257,1000336/00/1,Business Micro Loan,3000,20.0,2023-10-01,Business,Lusaka,6,2023-10-01,,3000
JUTEM-01258,1000336/00/1,Business Micro Loan,3500,22.0,2024-02-01,Business,Lusaka,6,2024-02-01,,3500
JUTEM-01259,1000336/00/1,Business Micro Loan,3500,22.0,2024-04-01,Business,Lusaka,6,2024-04-01,,3500
JUTEM-01260,1000336/00/1,Business Micro Loan,4000,21.0,2025-03-01,Business,Lusaka,6,2025-03-01,,4000
JUTEM-01261,1000336/00/1,Business Micro Loan,5000,20.0,2025-06-01,Business,Lusaka,6,2025-06-01,,5000
JUTEM-01262,1000336/00/1,Business Micro Loan,10000,20.0,2025-08-01,Business,Lusaka,6,2025-08-01,,5000
JUTEM-01263,1000337/00/1,Business Micro Loan,6000,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,6000
JUTEM-01264,1000337/00/1,Business Micro Loan,1000,10.0,2022-06-01,Business,Lusaka,6,2022-06-01,,1000
JUTEM-01265,1000337/00/1,Business Micro Loan,1000,25,2022-07-01,Business,Lusaka,6,2022-07-01,,1000
JUTEM-01266,1000337/00/1,Business Micro Loan,3333.34,45.0,2022-08-01,Business,Lusaka,6,2022-08-01,,1666.67
JUTEM-01267,1000338/00/1,Business Micro Loan,1666.67,45.0,2022-09-01,Business,Lusaka,6,2022-09-01,,1666.67
JUTEM-01268,1000337/00/1,Business Micro Loan,500,10.0,2022-12-01,Business,Lusaka,6,2022-12-01,,500
JUTEM-01269,1000337/00/1,Business Micro Loan,2500,15.0,2022-12-01,Business,Lusaka,6,2022-12-01,,2500
JUTEM-01270,1000337/00/1,Business Micro Loan,1500,20.0,2023-01-01,Business,Lusaka,6,2023-01-01,,1500
JUTEM-01271,1000337/00/1,Business Micro Loan,5000,23.0,2023-04-01,Business,Lusaka,6,2023-04-01,,5000
JUTEM-01272,1000337/00/1,Business Micro Loan,7000,32.0,2023-07-01,Business,Lusaka,6,2023-07-01,,3500
JUTEM-01273,1000337/00/1,Business Micro Loan,1000,20.0,2023-08-01,Business,Lusaka,6,2023-08-01,,1000
JUTEM-01274,1000337/00/1,Business Micro Loan,8000.01,38.75,2023-10-01,Business,Lusaka,6,2023-10-01,,2666.67
JUTEM-01275,1000337/00/1,Business Micro Loan,70000,25.0,2024-01-01,Business,Lusaka,6,2024-01-01,,70000
JUTEM-01276,1000337/00/1,Business Micro Loan,50000,20.0,2024-01-01,Business,Lusaka,6,2024-01-01,,50000
JUTEM-01277,1000337/00/1,Business Micro Loan,50000,25.0,2024-03-01,Business,Lusaka,6,2024-03-01,,50000
JUTEM-01278,1000337/00/1,Business Micro Loan,50000,15.0,2024-03-01,Business,Lusaka,6,2024-03-01,,50000
JUTEM-01279,1000337/00/1,Business Micro Loan,1500,15.0,2024-03-01,Business,Lusaka,6,2024-03-01,,1500
JUTEM-01280,1000337/00/1,Business Micro Loan,120000,25.0,2024-04-01,Business,Lusaka,6,2024-04-01,,60000
JUTEM-01281,1000337/00/1,Business Micro Loan,1000,15.0,2024-04-01,Business,Lusaka,6,2024-04-01,,1000
JUTEM-01282,1000337/00/1,Business Micro Loan,600000,20.0,2024-05-01,Business,Lusaka,6,2024-05-01,,600000
JUTEM-01283,1000337/00/1,Business Micro Loan,25000,22.0,2024-05-01,Business,Lusaka,6,2024-05-01,,25000
JUTEM-01284,1000337/00/1,Business Micro Loan,145000,20.0,2024-06-01,Business,Lusaka,6,2024-06-01,,145000
JUTEM-01285,1000337/00/1,Business Micro Loan,115000,20.0,2024-06-01,Business,Lusaka,6,2024-06-01,,115000
JUTEM-01286,1000337/00/1,Business Micro Loan,30000,18.0,2024-06-01,Business,Lusaka,6,2024-06-01,,30000
JUTEM-01287,1000337/00/1,Business Micro Loan,214000,20.0,2024-07-01,Business,Lusaka,6,2024-07-01,,214000
JUTEM-01288,1000337/00/1,Business Micro Loan,15400,20.0,2024-07-01,Business,Lusaka,6,2024-07-01,,15400
JUTEM-01289,1000337/00/1,Business Micro Loan,106800,25.0,2024-08-01,Business,Lusaka,6,2024-08-01,,106800
JUTEM-01290,1000337/00/1,Business Micro Loan,300000,20.0,2024-11-01,Business,Lusaka,6,2024-11-01,,300000
JUTEM-01291,1000337/00/1,Business Micro Loan,120000,19.0,2025-06-01,Business,Lusaka,6,2025-06-01,,120000
JUTEM-01292,1000337/00/1,Business Micro Loan,225000,12.0,2025-07-01,Business,Lusaka,6,2025-07-01,,225000
JUTEM-01293,1000339/00/1,Business Micro Loan,5000,23.0,2022-04-01,Business,Lusaka,6,2022-04-01,,5000
JUTEM-01294,1000340/00/1,Business Micro Loan,4000,25,2022-01-01,Business,Lusaka,6,2022-01-01,,4000
JUTEM-01295,1000341/00/1,Business Micro Loan,520000,31.0,2025-01-01,Business,Lusaka,6,2025-01-01,,520000
JUTEM-01296,1000342/00/1,Business Micro Loan,64375,7.0,2025-09-01,Business,Lusaka,6,2025-09-01,,64375
JUTEM-01297,1000342/00/1,Business Micro Loan,50000,19.0,2025-09-01,Business,Lusaka,6,2025-09-01,,50000
JUTEM-01298,1000342/00/1,Business Micro Loan,94500,31.0,2025-10-01,Business,Lusaka,5,2025-10-01,,94500
JUTEM-01299,1000342/00/1,Business Micro Loan,110000,20.0,2025-11-01,Business,Lusaka,5,2025-11-01,,110000
JUTEM-01300,1000343/00/1,Business Micro Loan,68000,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,68000
JUTEM-01301,1000343/00/1,Business Micro Loan,55000,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,55000
JUTEM-01302,1000344/00/1,Business Micro Loan,65000.01,38.0,2025-11-01,Business,Lusaka,6,2025-11-01,,21666.67
JUTEM-01303,1000344/00/1,Business Micro Loan,75000,38.0,2026-03-01,Business,Lusaka,5,2026-03-01,,37500
JUTEM-01304,1000345/00/1,Business Micro Loan,85000,2.0,2025-11-01,Business,Lusaka,6,2025-11-01,,85000
JUTEM-01305,1000345/00/1,Business Micro Loan,500000,15.0,2025-12-01,Business,Lusaka,6,2025-12-01,,500000
JUTEM-01306,1000345/00/1,Business Micro Loan,200000,9.5,2025-12-01,Business,Lusaka,6,2025-12-01,,200000
JUTEM-01307,1000345/00/1,Business Micro Loan,1044000,8.5,2025-12-01,Business,Lusaka,6,2025-12-01,,1044000
JUTEM-01308,1000345/00/1,Business Micro Loan,792740,10.5,2026-01-01,Business,Lusaka,6,2026-01-01,,792740
JUTEM-01309,1000345/00/1,Business Micro Loan,875977,6.0,2026-02-01,Business,Lusaka,6,2026-02-01,,875977
JUTEM-01310,1000345/00/1,Business Micro Loan,628535,6.0,2026-03-01,Business,Lusaka,5,2026-03-01,,628535
JUTEM-01311,1000346/00/1,Business Micro Loan,25000,25.0,2021-11-01,Business,Lusaka,6,2021-11-01,,25000
JUTEM-01312,1000346/00/1,Business Micro Loan,30000,10.0,2021-11-01,Business,Lusaka,6,2021-11-01,,30000
JUTEM-01313,1000346/00/1,Business Micro Loan,78000,25.0,2021-12-01,Business,Lusaka,6,2021-12-01,,78000
JUTEM-01314,1000346/00/1,Business Micro Loan,55000,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,55000
JUTEM-01315,1000346/00/1,Business Micro Loan,10000,10.0,2022-03-01,Business,Lusaka,6,2022-03-01,,10000
JUTEM-01316,1000346/00/1,Business Micro Loan,10000,10.0,2022-04-01,Business,Lusaka,6,2022-04-01,,10000
JUTEM-01317,1000346/00/1,Business Micro Loan,12000,10.0,2022-05-01,Business,Lusaka,6,2022-05-01,,6000
JUTEM-01318,1000346/00/1,Business Micro Loan,32000,15.0,2022-05-01,Business,Lusaka,6,2022-05-01,,16000
JUTEM-01319,1000346/00/1,Business Micro Loan,101500,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,101500
JUTEM-01320,1000346/00/1,Business Micro Loan,24000,25.0,2022-11-01,Business,Lusaka,6,2022-11-01,,12000
JUTEM-01321,1000346/00/1,Business Micro Loan,16000,25.0,2022-12-01,Business,Lusaka,6,2022-12-01,,8000
JUTEM-01322,1000346/00/1,Business Micro Loan,6500,12.0,2023-02-01,Business,Lusaka,6,2023-02-01,,6500
JUTEM-01323,1000346/00/1,Business Micro Loan,15000,25.0,2023-07-01,Business,Lusaka,6,2023-07-01,,15000
JUTEM-01324,1000346/00/1,Business Micro Loan,40000,25.0,2023-08-01,Business,Lusaka,6,2023-08-01,,20000
JUTEM-01325,1000346/00/1,Business Micro Loan,10000,19.0,2023-09-01,Business,Lusaka,6,2023-09-01,,10000
JUTEM-01326,1000346/00/1,Business Micro Loan,30500,20.0,2023-10-01,Business,Lusaka,6,2023-10-01,,30500
JUTEM-01327,1000346/00/1,Business Micro Loan,17500,14.5,2023-12-01,Business,Lusaka,6,2023-12-01,,17500
JUTEM-01328,1000346/00/1,Business Micro Loan,33060,15.0,2023-12-01,Business,Lusaka,6,2023-12-01,,33060
JUTEM-01329,1000347/00/1,Business Micro Loan,20000,16.0,2024-07-01,Business,Lusaka,6,2024-07-01,,20000
JUTEM-01330,1000348/00/1,Business Micro Loan,70000,25.0,2022-04-01,Business,Lusaka,6,2022-04-01,,70000
JUTEM-01331,1000348/00/1,Business Micro Loan,20000,10.0,2022-04-01,Business,Lusaka,6,2022-04-01,,10000
JUTEM-01332,1000348/00/1,Business Micro Loan,20000,20.0,2022-06-01,Business,Lusaka,6,2022-06-01,,20000
JUTEM-01333,1000348/00/1,Business Micro Loan,25000,25,2022-08-01,Business,Lusaka,6,2022-08-01,,25000
JUTEM-01334,1000348/00/1,Business Micro Loan,20000,16.0,2024-08-01,Business,Lusaka,6,2024-08-01,,20000
JUTEM-01335,1000349/00/1,Business Micro Loan,99000,13.6,2023-11-01,Business,Lusaka,6,2023-11-01,,99000
JUTEM-01336,1000350/00/1,Business Micro Loan,10000,16.0,2024-10-01,Business,Lusaka,6,2024-10-01,,10000
JUTEM-01337,1000351/00/1,Business Micro Loan,110000.01,40.0,2025-06-01,Business,Lusaka,6,2025-06-01,,36666.67
JUTEM-01338,1000351/00/1,Business Micro Loan,20000,19.0,2025-09-01,Business,Lusaka,6,2025-09-01,,20000
JUTEM-01339,1000351/00/1,Business Micro Loan,11000,15.0,2025-09-01,Business,Lusaka,6,2025-09-01,,11000
JUTEM-01340,1000352/00/1,Business Micro Loan,18000,15.0,2024-12-01,Business,Lusaka,6,2024-12-01,,18000
JUTEM-01341,1000352/00/1,Business Micro Loan,30000,14.0,2025-01-01,Business,Lusaka,6,2025-01-01,,30000
JUTEM-01342,1000352/00/1,Business Micro Loan,120000,18.0,2025-02-01,Business,Lusaka,6,2025-02-01,,120000
JUTEM-01343,1000352/00/1,Business Micro Loan,75000,15.0,2025-04-01,Business,Lusaka,6,2025-04-01,,75000
JUTEM-01344,1000352/00/1,Business Micro Loan,100000,24.75,2025-06-01,Business,Lusaka,6,2025-06-01,,100000
JUTEM-01345,1000352/00/1,Business Micro Loan,140000,18.04,2025-06-01,Business,Lusaka,6,2025-06-01,,140000
JUTEM-01346,1000352/00/1,Business Micro Loan,240000,11.0,2025-07-01,Business,Lusaka,6,2025-07-01,,240000
JUTEM-01347,1000353/00/1,Business Micro Loan,10500,23.81,2023-09-01,Business,Lusaka,6,2023-09-01,,10500
JUTEM-01348,1000354/00/1,Business Micro Loan,5000,40.0,2023-02-01,Business,Lusaka,6,2023-02-01,,2500
JUTEM-01349,1000354/00/1,Business Micro Loan,7000,40.0,2023-04-01,Business,Lusaka,6,2023-04-01,,3500
JUTEM-01350,1000354/00/1,Business Micro Loan,7500,40.0,2023-09-01,Business,Lusaka,6,2023-09-01,,3750
JUTEM-01351,1000354/00/1,Business Micro Loan,8500,36.0,2023-10-01,Business,Lusaka,6,2023-10-01,,4250
JUTEM-01352,1000354/00/1,Business Micro Loan,4000,20.0,2023-12-01,Business,Lusaka,6,2023-12-01,,4000
JUTEM-01353,1000355/00/1,Business Micro Loan,15000,22.94,2024-12-01,Business,Lusaka,6,2024-12-01,,5000
JUTEM-01354,1000356/00/1,Business Micro Loan,91500,3.28,2025-05-01,Business,Lusaka,6,2025-05-01,,91500
JUTEM-01355,1000356/00/1,Business Micro Loan,10000,13.0,2025-06-01,Business,Lusaka,6,2025-06-01,,10000
JUTEM-01356,1000356/00/1,Business Micro Loan,60000,12.0,2025-06-01,Business,Lusaka,6,2025-06-01,,60000
JUTEM-01357,1000356/00/1,Business Micro Loan,60000,16.0,2025-07-01,Business,Lusaka,6,2025-07-01,,30000
JUTEM-01358,1000356/00/1,Business Micro Loan,3500,5.0,2025-07-01,Business,Lusaka,6,2025-07-01,,3500
JUTEM-01359,1000357/00/1,Business Micro Loan,80000.01,39.38,2024-11-01,Business,Lusaka,6,2024-11-01,,26666.67
JUTEM-01360,1000357/00/1,Business Micro Loan,30134.52,39.38,2025-02-01,Business,Lusaka,6,2025-02-01,,7533.63
JUTEM-01361,1000357/00/1,Business Micro Loan,129865.48,39.38,2025-04-01,Business,Lusaka,6,2025-04-01,,64932.74
JUTEM-01362,1000357/00/1,Business Micro Loan,80000,12.0,2025-06-01,Business,Lusaka,6,2025-06-01,,40000
JUTEM-01363,1000357/00/1,Business Micro Loan,70000,11.0,2025-08-01,Business,Lusaka,6,2025-08-01,,35000
JUTEM-01364,1000357/00/1,Business Micro Loan,5000,10.0,2025-08-01,Business,Lusaka,6,2025-08-01,,5000
JUTEM-01365,1000357/00/1,Business Micro Loan,35000,16.0,2025-09-01,Business,Lusaka,6,2025-09-01,,35000
JUTEM-01366,1000357/00/1,Business Micro Loan,28715.0,39.3,2025-09-01,Business,Lusaka,6,2025-09-01,,14357.5
JUTEM-01367,1000357/00/1,Business Micro Loan,25000,16.0,2025-10-01,Business,Lusaka,6,2025-10-01,,25000
JUTEM-01368,1000357/00/1,Business Micro Loan,60000,16.0,2025-10-01,Business,Lusaka,6,2025-10-01,,60000
JUTEM-01369,1000357/00/1,Business Micro Loan,25000,16.0,2025-10-01,Business,Lusaka,6,2025-10-01,,25000
JUTEM-01370,1000357/00/1,Business Micro Loan,41285.0,39.3,2025-11-01,Business,Lusaka,6,2025-11-01,,41285.0
JUTEM-01371,1000357/00/1,Business Micro Loan,40000,16.0,2025-11-01,Business,Lusaka,6,2025-11-01,,40000
JUTEM-01372,1000357/00/1,Business Micro Loan,10000,15.0,2025-11-01,Business,Lusaka,6,2025-11-01,,10000
JUTEM-01373,1000357/00/1,Business Micro Loan,28050,16.0,2025-11-01,Business,Lusaka,6,2025-11-01,,28050
JUTEM-01374,1000357/00/1,Business Micro Loan,120000,22.0,2025-12-01,Business,Lusaka,6,2025-12-01,,60000
JUTEM-01375,1000357/00/1,Business Micro Loan,60000,16.0,2025-12-01,Business,Lusaka,6,2025-12-01,,60000
JUTEM-01376,1000357/00/1,Business Micro Loan,100000,16.0,2025-12-01,Business,Lusaka,6,2025-12-01,,50000
JUTEM-01377,1000357/00/1,Business Micro Loan,60000,16.0,2026-02-01,Business,Lusaka,6,2026-02-01,,60000
JUTEM-01378,1000357/00/1,Business Micro Loan,80000,13.0,2026-02-01,Business,Lusaka,6,2026-02-01,,80000
JUTEM-01379,1000357/00/1,Business Micro Loan,10000,10.0,2026-02-01,Business,Lusaka,6,2026-02-01,,10000
JUTEM-01380,1000357/00/1,Business Micro Loan,40000,16.0,2026-03-01,Business,Lusaka,5,2026-03-01,,40000
JUTEM-01381,1000357/00/1,Business Micro Loan,15000,7.0,2026-03-01,Business,Lusaka,6,2026-03-01,,15000
JUTEM-01382,1000357/00/1,Business Micro Loan,80000,15.0,2026-03-01,Business,Lusaka,5,2026-03-01,,80000
JUTEM-01383,1000358/00/1,Business Micro Loan,3000,12.0,2025-02-01,Business,Lusaka,6,2025-02-01,,3000
JUTEM-01384,1000358/00/1,Business Micro Loan,20000,20.0,2025-03-01,Business,Lusaka,6,2025-03-01,,4000
JUTEM-01385,1000358/00/1,Business Micro Loan,3040,20.0,2025-06-01,Business,Lusaka,6,2025-06-01,,3040
JUTEM-01386,1000358/00/1,Business Micro Loan,4500,20.0,2025-09-01,Business,Lusaka,6,2025-09-01,,4500
JUTEM-01387,1000358/00/1,Business Micro Loan,4500,20.0,2025-10-01,Business,Lusaka,6,2025-10-01,,4500
JUTEM-01388,1000358/00/1,Business Micro Loan,5000,20.0,2025-11-01,Business,Lusaka,6,2025-11-01,,5000
JUTEM-01389,1000358/00/1,Business Micro Loan,12000,20.0,2025-12-01,Business,Lusaka,6,2025-12-01,,6000
JUTEM-01390,1000358/00/1,Business Micro Loan,5200,18.0,2026-02-01,Business,Lusaka,5,2026-02-01,,5200
JUTEM-01391,1000359/00/1,Business Micro Loan,80000,40.0,2024-01-01,Business,Lusaka,6,2024-01-01,,80000
JUTEM-01392,1000359/00/1,Business Micro Loan,66000,11.0,2024-04-01,Business,Lusaka,6,2024-04-01,,66000
JUTEM-01393,1000359/00/1,Business Micro Loan,32000,15.0,2024-05-01,Business,Lusaka,6,2024-05-01,,32000
JUTEM-01394,1000359/00/1,Business Micro Loan,40000,20.0,2024-07-01,Business,Lusaka,6,2024-07-01,,40000
JUTEM-01395,1000359/00/1,Business Micro Loan,38000,20.0,2024-08-01,Business,Lusaka,6,2024-08-01,,38000
JUTEM-01396,1000359/00/1,Business Micro Loan,40000,28.0,2024-10-01,Business,Lusaka,6,2024-10-01,,40000
JUTEM-01397,1000359/00/1,Business Micro Loan,170000,20.0,2024-11-01,Business,Lusaka,6,2024-11-01,,170000
JUTEM-01398,1000359/00/1,Business Micro Loan,107000,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,107000
JUTEM-01399,1000359/00/1,Business Micro Loan,100000,28.0,2025-02-01,Business,Lusaka,6,2025-02-01,,100000
JUTEM-01400,1000359/00/1,Business Micro Loan,108000,20.0,2025-03-01,Business,Lusaka,6,2025-03-01,,108000
JUTEM-01401,1000359/00/1,Business Micro Loan,44618.18,10.0,2025-03-01,Business,Lusaka,6,2025-03-01,,44618.18
JUTEM-01402,1000359/00/1,Business Micro Loan,20000,12.0,2025-03-01,Business,Lusaka,6,2025-03-01,,20000
JUTEM-01403,1000359/00/1,Business Micro Loan,100000,19.0,2025-04-01,Business,Lusaka,6,2025-04-01,,100000
JUTEM-01404,1000359/00/1,Business Micro Loan,50000,19.0,2025-04-01,Business,Lusaka,6,2025-04-01,,50000
JUTEM-01405,1000359/00/1,Business Micro Loan,100800,24.0,2025-05-01,Business,Lusaka,6,2025-05-01,,100800
JUTEM-01406,1000359/00/1,Business Micro Loan,25000,20.0,2025-05-01,Business,Lusaka,6,2025-05-01,,25000
JUTEM-01407,1000359/00/1,Business Micro Loan,25000,20.0,2025-05-01,Business,Lusaka,6,2025-05-01,,25000
JUTEM-01408,1000359/00/1,Business Micro Loan,25000,20.0,2025-06-01,Business,Lusaka,6,2025-06-01,,25000
JUTEM-01409,1000359/00/1,Business Micro Loan,9000,20.0,2025-06-01,Business,Lusaka,6,2025-06-01,,9000
