loan_reference,borrower_nrc,loan_product_name,amount,custom_interest_rate,application_date,loan_purpose,branch_name,loan_status,approval_date,amount_type,monthly_amount
JUTEM-02024,1000569/00/1,Business Micro Loan,473565,15.0,2025-10-01,Business,Lusaka,6,2025-10-01,,473565
JUTEM-02025,1000569/00/1,Business Micro Loan,370393,10.0,2025-10-01,Business,Lusaka,6,2025-10-01,,370393
JUTEM-02026,1000569/00/1,Business Micro Loan,813458,14.0,2026-01-01,Business,Lusaka,6,2026-01-01,,813458
JUTEM-02027,1000570/00/1,Business Micro Loan,150000,25.0,2025-01-01,Business,Lusaka,6,2025-01-01,,150000
JUTEM-02028,1000570/00/1,Business Micro Loan,150000,23.33,2025-02-01,Business,Lusaka,6,2025-02-01,,150000
JUTEM-02029,1000570/00/1,Business Micro Loan,230000,20.0,2025-06-01,Business,Lusaka,6,2025-06-01,,230000
JUTEM-02030,1000570/00/1,Business Micro Loan,240000,17.0,2025-09-01,Business,Lusaka,6,2025-09-01,,240000
JUTEM-02031,1000570/00/1,Business Micro Loan,550000,20.0,2025-11-01,Business,Lusaka,6,2025-11-01,,550000
JUTEM-02032,1000570/00/1,Business Micro Loan,380000,14.0,2025-12-01,Business,Lusaka,6,2025-12-01,,380000
JUTEM-02033,1000571/00/1,Business Micro Loan,70000,20.0,2022-05-01,Business,Lusaka,6,2022-05-01,,10000
JUTEM-02034,1000571/00/1,Business Micro Loan,24000,20.0,2023-09-01,Business,Lusaka,6,2023-09-01,,12000
JUTEM-02035,1000571/00/1,Business Micro Loan,2857.14,40.0,2024-12-01,Business,Lusaka,6,2024-12-01,,1428.57
JUTEM-02036,1000571/00/1,Business Micro Loan,12142.86,40.0,2025-02-01,Business,Lusaka,6,2025-02-01,,12142.86
JUTEM-02037,1000571/00/1,Business Micro Loan,40000,20.0,2025-03-01,Business,Lusaka,6,2025-03-01,,20000
JUTEM-02038,1000571/00/1,Business Micro Loan,18600,18.0,2025-05-01,Business,Lusaka,6,2025-05-01,,18600
JUTEM-02039,1000571/00/1,Business Micro Loan,15000,18.0,2025-09-01,Business,Lusaka,6,2025-09-01,,15000
JUTEM-02040,1000572/00/1,Business Micro Loan,19448,18.0,2025-06-01,Business,Lusaka,6,2025-06-01,,19448
JUTEM-02041,1000573/00/1,Business Micro Loan,2500,25.0,2023-12-01,Business,Lusaka,6,2023-12-01,,2500
JUTEM-02042,1000574/00/1,Business Micro Loan,15000,8.0,2023-10-01,Business,Lusaka,6,2023-10-01,,15000
JUTEM-02043,1000575/00/1,Business Micro Loan,18300,8.0,2023-11-01,Business,Lusaka,6,2023-11-01,,18300
JUTEM-02044,1000576/00/1,Business Micro Loan,20000,50.0,2022-10-01,Business,Lusaka,6,2022-10-01,,20000
JUTEM-02045,1000577/00/1,Business Micro Loan,5000,25.0,2021-11-01,Business,Lusaka,6,2021-11-01,,5000
JUTEM-02046,1000578/00/1,Business Micro Loan,3000,25,2022-04-01,Business,Lusaka,5,2022-04-01,,3000
JUTEM-02047,1000578/00/1,Business Micro Loan,40000,20.0,2022-06-01,Business,Lusaka,6,2022-06-01,,40000
JUTEM-02048,1000578/00/1,Business Micro Loan,70000,5.0,2022-10-01,Business,Lusaka,6,2022-10-01,,70000
JUTEM-02049,1000578/00/1,Business Micro Loan,70000,7.0,2022-10-01,Business,Lusaka,6,2022-10-01,,70000
JUTEM-02050,1000578/00/1,Business Micro Loan,30000,15.0,2023-09-01,Business,Lusaka,6,2023-09-01,,5000
JUTEM-02051,1000578/00/1,Business Micro Loan,30000,15.0,2024-08-01,Business,Lusaka,6,2024-08-01,,30000
JUTEM-02052,1000578/00/1,Business Micro Loan,50000,15.0,2024-10-01,Business,Lusaka,6,2024-10-01,,50000
JUTEM-02053,1000578/00/1,Business Micro Loan,60000,12.0,2025-04-01,Business,Lusaka,6,2025-04-01,,15000
JUTEM-02054,1000578/00/1,Business Micro Loan,60000,17.0,2025-05-01,Business,Lusaka,6,2025-05-01,,20000
JUTEM-02055,1000578/00/1,Business Micro Loan,40000,30.0,2025-08-01,Business,Lusaka,6,2025-08-01,,20000
JUTEM-02056,1000578/00/1,Business Micro Loan,19500,25.0,2025-09-01,Business,Lusaka,6,2025-09-01,,9750
JUTEM-02057,1000578/00/1,Business Micro Loan,55000,15.0,2026-02-01,Business,Lusaka,6,2026-02-01,,55000
JUTEM-02058,1000579/00/1,Business Micro Loan,3000,16.67,2022-10-01,Business,Lusaka,6,2022-10-01,,3000
JUTEM-02059,1000579/00/1,Business Micro Loan,8000,20.0,2023-06-01,Business,Lusaka,6,2023-06-01,,8000
JUTEM-02060,1000579/00/1,Business Micro Loan,20000,25.0,2023-07-01,Business,Lusaka,6,2023-07-01,,20000
JUTEM-02061,1000579/00/1,Business Micro Loan,8000,10.0,2024-04-01,Business,Lusaka,6,2024-04-01,,8000
JUTEM-02062,1000580/00/1,Business Micro Loan,170000,20.0,2024-10-01,Business,Lusaka,6,2024-10-01,,170000
JUTEM-02063,1000580/00/1,Business Micro Loan,100000,10.0,2025-05-01,Business,Lusaka,6,2025-05-01,,100000
JUTEM-02064,1000581/00/1,Business Micro Loan,800000,18.0,2025-11-01,Business,Lusaka,6,2025-11-01,,400000
JUTEM-02065,1000581/00/1,Business Micro Loan,421000,11.64,2026-02-01,Business,Lusaka,6,2026-02-01,,421000
JUTEM-02066,1000581/00/1,Business Micro Loan,270000,8.0,2026-03-01,Business,Lusaka,5,2026-03-01,,270000
JUTEM-02067,1000582/00/1,Business Micro Loan,4000,25.0,2021-10-01,Business,Lusaka,6,2021-10-01,,4000
JUTEM-02068,1000582/00/1,Business Micro Loan,2500,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,2500
JUTEM-02069,1000582/00/1,Business Micro Loan,2125,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,2125
JUTEM-02070,1000582/00/1,Business Micro Loan,3500,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,3500
JUTEM-02071,1000582/00/1,Business Micro Loan,1000,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,1000
JUTEM-02072,1000582/00/1,Business Micro Loan,2375,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,2375
JUTEM-02073,1000582/00/1,Business Micro Loan,3000,25.0,2022-06-01,Business,Lusaka,6,2022-06-01,,3000
JUTEM-02074,1000582/00/1,Business Micro Loan,1000,50.0,2022-07-01,Business,Lusaka,6,2022-07-01,,1000
JUTEM-02075,1000582/00/1,Business Micro Loan,1750,25.0,2022-07-01,Business,Lusaka,6,2022-07-01,,1750
JUTEM-02076,1000582/00/1,Business Micro Loan,1188,25.0,2022-08-01,Business,Lusaka,6,2022-08-01,,1188
JUTEM-02077,1000582/00/1,Business Micro Loan,4000,25.0,2023-07-01,Business,Lusaka,6,2023-07-01,,4000
JUTEM-02078,1000582/00/1,Business Micro Loan,2900,25.0,2023-08-01,Business,Lusaka,6,2023-08-01,,2900
JUTEM-02079,1000582/00/1,Business Micro Loan,2125,20.0,2023-09-01,Business,Lusaka,6,2023-09-01,,2125
JUTEM-02080,1000582/00/1,Business Micro Loan,1600,20.0,2023-10-01,Business,Lusaka,5,2023-10-01,,1600
JUTEM-02081,1000583/00/1,Business Micro Loan,3000,25.0,2021-09-01,Business,Lusaka,6,2021-09-01,,3000
JUTEM-02082,1000584/00/1,Business Micro Loan,23250,17.0,2025-11-01,Business,Lusaka,6,2025-11-01,,23250
JUTEM-02083,1000585/00/1,Business Micro Loan,3500,35.0,2022-05-01,Business,Lusaka,6,2022-05-01,,3500
JUTEM-02084,1000586/00/1,Business Micro Loan,7000,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,7000
JUTEM-02085,1000586/00/1,Business Micro Loan,3500,35.0,2022-04-01,Business,Lusaka,6,2022-04-01,,3500
JUTEM-02086,1000586/00/1,Business Micro Loan,3472,25.0,2022-06-01,Business,Lusaka,6,2022-06-01,,3472
JUTEM-02087,1000587/00/1,Business Micro Loan,2000,25,2022-01-01,Business,Lusaka,6,2022-01-01,,2000
JUTEM-02088,1000588/00/1,Business Micro Loan,7500,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,7500
JUTEM-02089,1000588/00/1,Business Micro Loan,7500,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,7500
JUTEM-02090,1000589/00/1,Business Micro Loan,45000,19.0,2025-09-01,Business,Lusaka,6,2025-09-01,,45000
JUTEM-02091,1000590/00/1,Business Micro Loan,40000,26.0,2026-03-01,Business,Lusaka,5,2026-03-01,,40000
JUTEM-02092,1000591/00/1,Business Micro Loan,3000,30.0,2025-08-01,Business,Lusaka,6,2025-08-01,,1500
JUTEM-02093,1000591/00/1,Business Micro Loan,3000,38.0,2025-10-01,Business,Lusaka,6,2025-10-01,,1000
JUTEM-02094,1000591/00/1,Business Micro Loan,5000,16.0,2025-10-01,Business,Lusaka,6,2025-10-01,,5000
JUTEM-02095,1000591/00/1,Business Micro Loan,9999.99,40.0,2025-12-01,Business,Lusaka,6,2025-12-01,,3333.33
JUTEM-02096,1000591/00/1,Business Micro Loan,9999.99,40.0,2026-03-01,Business,Lusaka,5,2026-03-01,,3333.33
JUTEM-02097,1000592/00/1,Business Micro Loan,40000,15.0,2023-12-01,Business,Lusaka,6,2023-12-01,,20000
JUTEM-02098,1000592/00/1,Business Micro Loan,3000,25.0,2024-03-01,Business,Lusaka,6,2024-03-01,,3000
JUTEM-02099,1000593/00/1,Business Micro Loan,10000,30.0,2024-07-01,Business,Lusaka,6,2024-07-01,,5000
JUTEM-02100,1000593/00/1,Business Micro Loan,15000,20.0,2024-12-01,Business,Lusaka,6,2024-12-01,,15000
JUTEM-02101,1000593/00/1,Business Micro Loan,10000,20.0,2025-04-01,Business,Lusaka,6,2025-04-01,,10000
JUTEM-02102,1000594/00/1,Business Micro Loan,15000,16.0,2024-11-01,Business,Lusaka,6,2024-11-01,,15000
JUTEM-02103,1000595/00/1,Business Micro Loan,650,25.0,2021-10-01,Business,Lusaka,6,2021-10-01,,650
JUTEM-02104,1000596/00/1,Business Micro Loan,4000,20.0,2026-01-01,Business,Lusaka,5,2026-01-01,,4000
JUTEM-02105,1000597/00/1,Business Micro Loan,400,25.0,2021-07-01,Business,Lusaka,6,2021-07-01,,400
JUTEM-02106,1000597/00/1,Business Micro Loan,1000,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,1000
JUTEM-02107,1000597/00/1,Business Micro Loan,4000,25.0,2022-01-01,Business,Lusaka,6,2022-01-01,,2000
JUTEM-02108,1000598/00/1,Business Micro Loan,1000,25.0,2022-03-01,Business,Lusaka,6,2022-03-01,,1000
JUTEM-02109,1000597/00/1,Business Micro Loan,1100,18.18,2022-08-01,Business,Lusaka,6,2022-08-01,,1100
JUTEM-02110,1000597/00/1,Business Micro Loan,2000,25.0,2023-10-01,Business,Lusaka,6,2023-10-01,,2000
JUTEM-02111,1000597/00/1,Business Micro Loan,2500,25.0,2024-01-01,Business,Lusaka,6,2024-01-01,,2500
JUTEM-02112,1000599/00/1,Business Micro Loan,2000,6.0,2021-12-01,Business,Lusaka,6,2021-12-01,,2000
JUTEM-02113,1000600/00/1,Business Micro Loan,6000,25.0,2022-08-01,Business,Lusaka,6,2022-08-01,,2000
JUTEM-02114,1000600/00/1,Business Micro Loan,30000,20.0,2022-09-01,Business,Lusaka,6,2022-09-01,,30000
JUTEM-02115,1000600/00/1,Business Micro Loan,1500,25.0,2022-11-01,Business,Lusaka,6,2022-11-01,,1500
JUTEM-02116,1000600/00/1,Business Micro Loan,8000,25.0,2023-02-01,Business,Lusaka,6,2023-02-01,,4000
JUTEM-02117,1000600/00/1,Business Micro Loan,1400,25.0,2023-08-01,Business,Lusaka,6,2023-08-01,,1400
JUTEM-02118,1000600/00/1,Business Micro Loan,4000,22.0,2024-01-01,Business,Lusaka,6,2024-01-01,,4000
JUTEM-02119,1000600/00/1,Business Micro Loan,2000,25.0,2024-02-01,Business,Lusaka,6,2024-02-01,,2000
JUTEM-02120,1000600/00/1,Business Micro Loan,1000,25.0,2024-03-01,Business,Lusaka,6,2024-03-01,,1000
JUTEM-02121,1000600/00/1,Business Micro Loan,12000,22.0,2024-05-01,Business,Lusaka,6,2024-05-01,,3000
JUTEM-02122,1000601/00/1,Business Micro Loan,4000,32.0,2025-01-01,Business,Lusaka,6,2025-01-01,,2000
JUTEM-02123,1000601/00/1,Business Micro Loan,5000,21.0,2025-03-01,Business,Lusaka,6,2025-03-01,,2500
JUTEM-02124,1000601/00/1,Business Micro Loan,2500,32.0,2025-06-01,Business,Lusaka,6,2025-06-01,,1250
JUTEM-02125,1000601/00/1,Business Micro Loan,6000,18.0,2025-07-01,Business,Lusaka,6,2025-07-01,,3000
JUTEM-02126,1000601/00/1,Business Micro Loan,8000,18.0,2025-11-01,Business,Lusaka,6,2025-11-01,,4000
JUTEM-02127,1000601/00/1,Business Micro Loan,2000,19.0,2026-02-01,Business,Lusaka,6,2026-02-01,,2000
JUTEM-02128,1000602/00/1,Business Micro Loan,2000,25.0,2023-07-01,Business,Lusaka,6,2023-07-01,,2000
JUTEM-02129,1000603/00/1,Business Micro Loan,20000,18.0,2024-09-01,Business,Lusaka,6,2024-09-01,,20000
JUTEM-02130,1000604/00/1,Business Micro Loan,50000,18.0,2024-12-01,Business,Lusaka,6,2024-12-01,,50000
JUTEM-02131,1000604/00/1,Business Micro Loan,3500,25,2025-01-01,Business,Lusaka,6,2025-01-01,,3500
JUTEM-02132,1000604/00/1,Business Micro Loan,8000,13.0,2025-01-01,Business,Lusaka,6,2025-01-01,,8000
JUTEM-02133,1000604/00/1,Business Micro Loan,6000,18.0,2025-02-01,Business,Lusaka,6,2025-02-01,,6000
JUTEM-02134,1000604/00/1,Business Micro Loan,10000,17.0,2025-02-01,Business,Lusaka,6,2025-02-01,,10000
JUTEM-02135,1000604/00/1,Business Micro Loan,20000,15.0,2025-02-01,Business,Lusaka,6,2025-02-01,,20000
JUTEM-02136,1000604/00/1,Business Micro Loan,12000,12.0,2025-03-01,Business,Lusaka,6,2025-03-01,,12000
JUTEM-02137,1000604/00/1,Business Micro Loan,25000,18.0,2025-04-01,Business,Lusaka,6,2025-04-01,,25000
JUTEM-02138,1000604/00/1,Business Micro Loan,30000,13.0,2025-04-01,Business,Lusaka,6,2025-04-01,,30000
JUTEM-02139,1000605/00/1,Business Micro Loan,20000,7.0,2024-11-01,Business,Lusaka,6,2024-11-01,,20000
JUTEM-02140,1000605/00/1,Business Micro Loan,25000,10.0,2025-04-01,Business,Lusaka,6,2025-04-01,,25000
JUTEM-02141,1000605/00/1,Business Micro Loan,3500,8.57,2025-04-01,Business,Lusaka,6,2025-04-01,,3500
JUTEM-02142,1000605/00/1,Business Micro Loan,2000,15.0,2025-09-01,Business,Lusaka,6,2025-09-01,,2000
JUTEM-02143,1000605/00/1,Business Micro Loan,30000,18.0,2025-10-01,Business,Lusaka,6,2025-10-01,,30000
JUTEM-02144,1000605/00/1,Business Micro Loan,7000,10.0,2025-10-01,Business,Lusaka,6,2025-10-01,,7000
JUTEM-02145,1000606/00/1,Business Micro Loan,6000,13.0,2021-11-01,Business,Lusaka,6,2021-11-01,,6000
JUTEM-02146,1000607/00/1,Business Micro Loan,4000,25.0,2022-07-01,Business,Lusaka,6,2022-07-01,,4000
JUTEM-02147,1000607/00/1,Business Micro Loan,1666,21.97,2024-08-01,Business,Lusaka,6,2024-08-01,,1666
JUTEM-02148,1000608/00/1,Business Micro Loan,12000,18.0,2025-08-01,Business,Lusaka,6,2025-08-01,,12000
JUTEM-02149,1000608/00/1,Business Micro Loan,50000,18.0,2025-11-01,Business,Lusaka,6,2025-11-01,,50000
JUTEM-02150,1000609/00/1,Business Micro Loan,50000,18.0,2025-07-01,Business,Lusaka,6,2025-07-01,,50000
JUTEM-02151,1000610/00/1,Business Micro Loan,30000,15.0,2025-11-01,Business,Lusaka,6,2025-11-01,,30000
JUTEM-02152,1000611/00/1,Business Micro Loan,30000,0.7,2023-07-01,Business,Lusaka,6,2023-07-01,,30000
JUTEM-02153,1000611/00/1,Business Micro Loan,300000,35.0,2024-01-01,Business,Lusaka,6,2024-01-01,,50000
JUTEM-02154,1000611/00/1,Business Micro Loan,58000,16.0,2024-04-01,Business,Lusaka,6,2024-04-01,,58000
JUTEM-02155,1000611/00/1,Business Micro Loan,61450,14.5,2024-11-01,Business,Lusaka,6,2024-11-01,,61450
JUTEM-02156,1000611/00/1,Business Micro Loan,50360,14.5,2024-12-01,Business,Lusaka,6,2024-12-01,,50360
JUTEM-02157,1000611/00/1,Business Micro Loan,120000,34.5,2024-12-01,Business,Lusaka,6,2024-12-01,,40000
JUTEM-02158,1000612/00/1,Business Micro Loan,91911.76,41.44,2025-07-01,Business,Lusaka,6,2025-07-01,,91911.76
JUTEM-02159,1000612/00/1,Business Micro Loan,97000,22.0,2025-10-01,Business,Lusaka,6,2025-10-01,,48500
JUTEM-02160,1000613/00/1,Business Micro Loan,150000,40.0,2025-11-01,Business,Lusaka,6,2025-11-01,,50000
JUTEM-02161,1000613/00/1,Business Micro Loan,42372.88,18.0,2026-02-01,Business,Lusaka,5,2026-02-01,,42372.88
JUTEM-02162,1000613/00/1,Business Micro Loan,69627.12,18.0,2026-03-01,Business,Lusaka,5,2026-03-01,,69627.12
JUTEM-02163,1000614/00/1,Business Micro Loan,10000,18.0,2023-09-01,Business,Lusaka,6,2023-09-01,,5000
JUTEM-02164,1000614/00/1,Business Micro Loan,2900,9.0,2023-11-01,Business,Lusaka,6,2023-11-01,,2900
JUTEM-02165,1000615/00/1,Business Micro Loan,26666.66,42.99,2024-01-01,Business,Lusaka,6,2024-01-01,,13333.33
JUTEM-02166,1000616/00/1,Business Micro Loan,13333.33,42.99,2024-03-01,Business,Lusaka,6,2024-03-01,,13333.33
JUTEM-02167,1000617/00/1,Business Micro Loan,15000,15.0,2023-09-01,Business,Lusaka,6,2023-09-01,,15000
JUTEM-02168,1000617/00/1,Business Micro Loan,5000,10.0,2023-09-01,Business,Lusaka,6,2023-09-01,,5000
JUTEM-02169,1000617/00/1,Business Micro Loan,2000,20.0,2023-10-01,Business,Lusaka,6,2023-10-01,,2000
JUTEM-02170,1000618/00/1,Business Micro Loan,21000,17.0,2023-11-01,Business,Lusaka,6,2023-11-01,,21000
JUTEM-02171,1000618/00/1,Business Micro Loan,3000,20.0,2023-12-01,Business,Lusaka,6,2023-12-01,,3000
JUTEM-02172,1000618/00/1,Business Micro Loan,30000,17.0,2023-12-01,Business,Lusaka,6,2023-12-01,,30000
JUTEM-02173,1000618/00/1,Business Micro Loan,30000,30.0,2024-01-01,Business,Lusaka,6,2024-01-01,,15000
JUTEM-02174,1000618/00/1,Business Micro Loan,4500,15.0,2024-08-01,Business,Lusaka,6,2024-08-01,,4500
JUTEM-02175,1000619/00/1,Business Micro Loan,200000,31.0,2023-07-01,Business,Lusaka,6,2023-07-01,,200000
JUTEM-02176,1000620/00/1,Business Micro Loan,13100,16.0,2024-10-01,Business,Lusaka,6,2024-10-01,,13100
JUTEM-02177,1000620/00/1,Business Micro Loan,10000,18.0,2025-07-01,Business,Lusaka,6,2025-07-01,,10000
JUTEM-02178,1000620/00/1,Business Micro Loan,12000,18.0,2026-02-01,Business,Lusaka,6,2026-02-01,,12000
JUTEM-02179,1000620/00/1,Business Micro Loan,12160,18.0,2026-03-01,Business,Lusaka,5,2026-03-01,,12160
JUTEM-02180,1000621/00/1,Business Micro Loan,7300,23.0,2025-02-01,Business,Lusaka,6,2025-02-01,,7300
JUTEM-02181,1000622/00/1,Business Micro Loan,10000,23.0,2025-01-01,Business,Lusaka,6,2025-01-01,,10000
JUTEM-02182,1000623/00/1,Business Micro Loan,465000,16.0,2024-09-01,Business,Lusaka,6,2024-09-01,,465000
JUTEM-02183,1000623/00/1,Business Micro Loan,305000,12.0,2024-11-01,Business,Lusaka,5,2024-11-01,,305000
JUTEM-02184,1000624/00/1,Business Micro Loan,24500,22.0,2023-09-01,Business,Lusaka,6,2023-09-01,,3500
JUTEM-02185,1000624/00/1,Business Micro Loan,2270,22.0,2024-02-01,Business,Lusaka,6,2024-02-01,,2270
JUTEM-02186,1000624/00/1,Business Micro Loan,9000,22.0,2024-03-01,Business,Lusaka,6,2024-03-01,,3000
JUTEM-02187,1000624/00/1,Business Micro Loan,6400,22.0,2024-04-01,Business,Lusaka,6,2024-04-01,,3200
JUTEM-02188,1000624/00/1,Business Micro Loan,3070,22.0,2024-07-01,Business,Lusaka,6,2024-07-01,,3070
JUTEM-02189,1000624/00/1,Business Micro Loan,2045,22.0,2024-08-01,Business,Lusaka,6,2024-08-01,,2045
JUTEM-02190,1000624/00/1,Business Micro Loan,1660,22.0,2024-11-01,Business,Lusaka,6,2024-11-01,,1660
JUTEM-02191,1000624/00/1,Business Micro Loan,2900,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,2900
JUTEM-02192,1000624/00/1,Business Micro Loan,2480,20.0,2025-02-01,Business,Lusaka,6,2025-02-01,,2480
JUTEM-02193,1000624/00/1,Business Micro Loan,4000,20.0,2025-03-01,Business,Lusaka,6,2025-03-01,,4000
JUTEM-02194,1000624/00/1,Business Micro Loan,4000,19.0,2025-04-01,Business,Lusaka,6,2025-04-01,,4000
JUTEM-02195,1000624/00/1,Business Micro Loan,1520,31.58,2025-07-01,Business,Lusaka,5,2025-07-01,,1520
JUTEM-02196,1000624/00/1,Business Micro Loan,2280,31.58,2025-08-01,Business,Lusaka,5,2025-08-01,,2280
JUTEM-02197,1000625/00/1,Business Micro Loan,5000,25,2024-09-01,Business,Lusaka,6,2024-09-01,,5000
JUTEM-02198,1000626/00/1,Business Micro Loan,700,25.0,2021-07-01,Business,Lusaka,6,2021-07-01,,700
JUTEM-02199,1000626/00/1,Business Micro Loan,2000,25.0,2021-08-01,Business,Lusaka,6,2021-08-01,,2000
JUTEM-02200,1000626/00/1,Business Micro Loan,1000,25.0,2021-08-01,Business,Lusaka,6,2021-08-01,,1000
JUTEM-02201,1000627/00/1,Business Micro Loan,400000,17.5,2024-08-01,Business,Lusaka,6,2024-08-01,,400000
JUTEM-02202,1000627/00/1,Business Micro Loan,302000,17.5,2024-09-01,Business,Lusaka,6,2024-09-01,,302000
JUTEM-02203,1000627/00/1,Business Micro Loan,250850,17.5,2024-10-01,Business,Lusaka,6,2024-10-01,,250850
JUTEM-02204,1000627/00/1,Business Micro Loan,248500,17.0,2024-12-01,Business,Lusaka,6,2024-12-01,,248500
JUTEM-02205,1000628/00/1,Business Micro Loan,90745,26.73,2025-02-01,Business,Lusaka,6,2025-02-01,,90745
JUTEM-02206,1000628/00/1,Business Micro Loan,115000,11.3,2025-04-01,Business,Lusaka,6,2025-04-01,,115000
JUTEM-02207,1000629/00/1,Business Micro Loan,60000,25.0,2022-05-01,Business,Lusaka,6,2022-05-01,,60000
JUTEM-02208,1000630/00/1,Business Micro Loan,507432,14.0,2025-11-01,Business,Lusaka,6,2025-11-01,,507432
JUTEM-02209,1000630/00/1,Business Micro Loan,678472,14.0,2025-12-01,Business,Lusaka,6,2025-12-01,,678472
JUTEM-02210,1000630/00/1,Business Micro Loan,927340,10.0,2026-02-01,Business,Lusaka,5,2026-02-01,,927340
JUTEM-02211,1000630/00/1,Business Micro Loan,200000,10.0,2026-02-01,Business,Lusaka,5,2026-02-01,,200000
JUTEM-02212,1000631/00/1,Business Micro Loan,100000,19.0,2025-08-01,Business,Lusaka,6,2025-08-01,,100000
JUTEM-02213,1000631/00/1,Business Micro Loan,290000,10.0,2025-08-01,Business,Lusaka,6,2025-08-01,,290000
JUTEM-02214,1000631/00/1,Business Micro Loan,150000,6.0,2025-10-01,Business,Lusaka,6,2025-10-01,,150000
JUTEM-02215,1000631/00/1,Business Micro Loan,10000,23.5,2026-01-01,Business,Lusaka,6,2026-01-01,,10000
JUTEM-02216,1000631/00/1,Business Micro Loan,780000,18.0,2026-03-01,Business,Lusaka,5,2026-03-01,,780000
JUTEM-02217,1000632/00/1,Business Micro Loan,2800,25.0,2022-02-01,Business,Lusaka,6,2022-02-01,,2800
JUTEM-02218,1000633/00/1,Business Micro Loan,1400,20.0,2025-01-01,Business,Lusaka,6,2025-01-01,,1400
JUTEM-02219,1000633/00/1,Business Micro Loan,10000,21.0,2025-02-01,Business,Lusaka,6,2025-02-01,,2500
JUTEM-02220,1000633/00/1,Business Micro Loan,2000,25.0,2025-09-01,Business,Lusaka,6,2025-09-01,,2000
JUTEM-02221,1000633/00/1,Business Micro Loan,6000,15.0,2025-11-01,Business,Lusaka,6,2025-11-01,,3000
JUTEM-02222,1000633/00/1,Business Micro Loan,5000,20.0,2026-01-01,Business,Lusaka,6,2026-01-01,,5000
JUTEM-02223,1000633/00/1,Business Micro Loan,16500,38.0,2026-02-01,Business,Lusaka,5,2026-02-01,,5500
JUTEM-02224,1000634/00/1,Business Micro Loan,3000,25.0,2024-11-01,Business,Lusaka,6,2024-11-01,,3000
JUTEM-02225,1000634/00/1,Business Micro Loan,2000,25.0,2024-12-01,Business,Lusaka,6,2024-12-01,,2000
JUTEM-02226,1000634/00/1,Business Micro Loan,4000,21.0,2025-06-01,Business,Lusaka,6,2025-06-01,,4000
JUTEM-02227,1000635/00/1,Business Micro Loan,80000,17.5,2025-03-01,Business,Lusaka,6,2025-03-01,,80000
JUTEM-02228,1000636/00/1,Business Micro Loan,90000,19.0,2025-05-01,Business,Lusaka,6,2025-05-01,,90000
JUTEM-02229,1000636/00/1,Business Micro Loan,200000,30.0,2025-05-01,Business,Lusaka,6,2025-05-01,,200000
JUTEM-02230,1000636/00/1,Business Micro Loan,90000,24.44,2025-05-01,Business,Lusaka,6,2025-05-01,,90000
JUTEM-02231,1000636/00/1,Business Micro Loan,290000,29.0,2025-07-01,Business,Lusaka,6,2025-07-01,,290000
JUTEM-02232,1000636/00/1,Business Micro Loan,30000,15.0,2025-07-01,Business,Lusaka,6,2025-07-01,,30000
JUTEM-02233,1000636/00/1,Business Micro Loan,100000,23.0,2025-08-01,Business,Lusaka,6,2025-08-01,,100000
JUTEM-02234,1000636/00/1,Business Micro Loan,337100,20.0,2025-09-01,Business,Lusaka,6,2025-09-01,,168550
JUTEM-02235,1000636/00/1,Business Micro Loan,404520,25.0,2025-11-01,Business,Lusaka,5,2025-11-01,,404520
JUTEM-02236,1000636/00/1,Business Micro Loan,150000,29.5,2025-11-01,Business,Lusaka,5,2025-11-01,,150000
JUTEM-02237,1000637/00/1,Business Micro Loan,30000,38.0,2025-08-01,Business,Lusaka,6,2025-08-01,,10000
JUTEM-02238,1000638/00/1,Business Micro Loan,130000,19.0,2025-12-01,Business,Lusaka,6,2025-12-01,,130000
JUTEM-02239,1000638/00/1,Business Micro Loan,837000,24.0,2026-02-01,Business,Lusaka,6,2026-02-01,,837000
JUTEM-02240,1000638/00/1,Business Micro Loan,35000,10.0,2026-02-01,Business,Lusaka,6,2026-02-01,,35000
JUTEM-02241,1000639/00/1,Business Micro Loan,30000,21.0,2025-06-01,Business,Lusaka,6,2025-06-01,,30000
JUTEM-02242,1000640/00/1,Business Micro Loan,100000,28.0,2025-11-01,Business,Lusaka,6,2025-11-01,,50000
JUTEM-02243,1000641/00/1,Business Micro Loan,100000,18.0,2026-01-01,Business,Lusaka,6,2026-01-01,,100000
JUTEM-02244,1000641/00/1,Business Micro Loan,63000,8.0,2026-02-01,Business,Lusaka,5,2026-02-01,,63000
JUTEM-02245,1000642/00/1,Business Micro Loan,40000,20.0,2025-09-01,Business,Lusaka,6,2025-09-01,,40000
JUTEM-02246,1000643/00/1,Business Micro Loan,40000,32.0,2023-11-01,Business,Lusaka,6,2023-11-01,,40000
JUTEM-02247,1000644/00/1,Business Micro Loan,15000,45.0,2025-01-01,Business,Lusaka,6,2025-01-01,,15000
